comment,class
eu apostei a musica completa sem o corte que ela falou so entrar no meu canal,0.0
quer ser o que nao e ridicula,1.0
e eles avisam qui lembrese de manter o respeito e piada e a mulher se esfregando na rola do cara com essa letra,1.0
nossa seu troxa vc nao merece a placa de 1 milhao de inscritos,1.0
1 inscrito,0.0
piroquinha de japones,1.0
e record de deslike,0.0
tenho nojo,1.0
555 direitos iguais de quem tu tava falando agora menina macaquinha pretinha e ainda quer direitos iguais me poupe,1.0
caralho o nariz dela e ridiculo,1.0
eu ate admirava esse cara mais depois dessa mano,0.0
talarico,1.0
que,0.0
divaa essa mulher e rainha do pop,0.0
sera que so eu achei a bunda dela flacida quando ela trepa,1.0
cade as flores,0.0
minha nova musica pra toda postagem de fotos q faco com morangos na mao amo,0.0
mano o clipe conseguiu passar os deslikes,0.0
e video porno,1.0
velho pensa vc fazendo isso perde 100 k de subs o sonho de todo gamer e ter uma dessas,0.0
o orgulho dos pais e da familia pqp,0.0
q de que hit,0.0
vamos ver no juizo final se esse narizinho vai querer queimar a biblia dnv,0.0
ficar de 3 lembrou foi um meme,0.0
que coisa,0.0
mulher escrota racista,1.0
arrasou demais,0.0
parece ate eu quando eu nao coloco absorvente e minha menstruacao vem,0.0
minha prima sega falou que nao enxerga talento em voces dois,0.0
q porra e essa ta pior que samba,1.0
eu ja vi o cachorro da minha tia chupando manga e ele parece com vc eu ate confundi chamei ele com seu nome e ele veio,1.0
achei que era campo de morango tipo nao era mas desejo sucesso,0.0
so pensei na menstruacao,0.0
ta pancadona,0.0
toda essa baixaria pra nao ser esquecido desnecessario isso,1.0
meu deus e tem gente que gosta disso,0.0
e minha impressao ou esse clipe quiz passar disfarcadamente uma apologia ao aborto orgias suing e depravacao sem sombras de duvidas esse video tem ligacao com alguma entidade espiritual,1.0
eu ainda to tentando descobrir oque e ficar de 3,0.0
a mulhe so leva ataque e fica ajido como se todo mundo adora ala,0.0
parece filme de terror misericordia tem talento voz mas criatividade nao,1.0
amoooooooo,0.0
me sonta pora,0.0
gostei dos comentarios q o povo tava postando na live,0.0
man os comentarios e engracado,0.0
tenho pena de gente que gosta disso,1.0
seus fas agradecem o reconhecimento parabens,0.0
me da uma pena tadinha,0.0
como alguem ainda da like nisso mds,0.0
canta de mais em saci perereca,1.0
214 nao precisava,0.0
quem veio ver por curiosidade,0.0
vulgar demais uma mulher tao bonita nao precisa aparecer assim minha opiniao ne mais o problema e dela,0.0
pra quem ja sofreu aborto isso vai deixar qualquer um traumatizada,0.0
simplesmente incrivel o clipe entao,0.0
so faltam 235 mil para 1 milhao uhuhu somos 1 milhao,0.0
complicado as pessoas entenderam o real sentido do clipe ne voce e gigante artista demais,0.0
desnecessario estragar tantos morangos nao gostei desse video nao,0.0
vim aqui pq o povo disse q era quase um porno mas parece cena de serie adolescente da mais ibope que ta pouco nenes,0.0
grrr mulher besta,1.0
musica boa mas em familia nao da pra escutar,0.0
quando a pessoa nao tem o que gravar e faz uma coisa dessa,0.0
logo logo sera corno sonsa e de todos,1.0
sobre o beijo se forcar mais caga eh isto,1.0
to indignado com essas merda das frase racista que todo preto e bandido ou todo preto e igual parem de ser racista isso nunca vai acabar,1.0
a bixinha precisa de tratamento,0.0
1 inscrito,0.0
realmente isso e uma loucura,0.0
e sem palavras que fala ne,0.0
nos chamamos vc de feia pq e verdade minha filha vc tem direito de achar pessoas feias sim mais nao uma crianca seu estrupicio,1.0
ela e chata mas muitas coisas que ela fala e verdade,0.0
cala a boca ooooh reencarnacao do,1.0
antirracismo anti qualquer forma de discriminacao,0.0
clipe p0rn0 p surdo musica porn0 p cego resumo porno n reparem na foto de perfil to na conta da minha mae,1.0
o povo nao aceita q ela fala a opiniao dela e as vddo povo nao aceitamenos aquela parte q ela queima a biblia,0.0
meu filho se eu tivesse passado uma vergonha como vc eu estaria em casa me passando a tesoura,1.0
1bilhaoaooaoaoaoaoaooaoaoaoaaoa,0.0
o povo vindo tacar hate nessa perfeicao quem ta ganhando e ela e eles dando fama,0.0
falou e disse amigo,0.0
vem cantar em portugal contacta comigo,0.0
na mais nada menos do que o capeta puro,1.0
e no baile da gaiola,0.0
daqui alguns meses vai estar com o chifre maior que,1.0
046 qualquer coisa e melhor q vc sua disgraca,1.0
moca vc ta manchando sua roupa ela e branca,0.0
muito imbecil se seu objetivo era chegar em ja pode desistir muitos de seus inscritos e pessoas que um dia poderiam gostar de voce ficaram ofendidos com isso eu concordo com o que falaram no twitter serio pra que coisa de gente futil e sem carater,1.0
gente q clip feio esse q cara esquisito credo e a letra piada ne,1.0
distopia,0.0
recalcado pq n tem 1 milhao,1.0
esta mais corno que nunca ele,1.0
ele e doido,0.0
porra como que as mina fica de tres sera que ele tava pensando no sexo q fez com o saci porra,1.0
vc e mt foda sou sua fa e nao liga pros comentarios maldosos nao ta cada um e livre pra fzr oq quiser sem preconceitos gente isso q e um artista de vdd q nao precisa inventar e nem parecer oq nao e ameii o video,0.0
deus que tenha misericordia to segurando meu cu por que ele ta com inveja,1.0
poxa baixou o nivel grandao,1.0
mano eles nao fizeram isso ne plmd 213,0.0
ela e lesbica sem ofensas eu sou bi tb,0.0
se casou com a mulher no auge da carreira venceu uma depressao recente agora ta ai a mulher fez a fama dela com ele depois se separou agora com o termino recente ela grava um video com uma musica escrota e ainda fazendo gestos com outro cara em pleno dia dos namorados como voces acham que esse cara ta se sentindo vei fico imaginando todo mundo mandando forcas para aquela mulher mulher por causa de deslike e o cara que fez de tudo por ela que agora ta assistindo isso porque na maioria das vezes voces so ver o lado feminino o homem e fragil tambem tem seus pontos que e como o cabelo de sancao mas infelizmente na maioria das vezes nao e visto desejo todo sucesso e forca pois sei que esse momento ta sendo foda pra ele o que voces acompanham na internet e o que ele quer mostrar mas ja pararam pra pensar quando ele ta fora das cameras so deus e ele sabe o o sofrimento que ele suporta dentro de si,0.0
achar alguem feioa e uma coisa agr chamar alguem de macaco criticar crianca com doenca e racismo,0.0
fica de 3,0.0
a de arrasaram,0.0
nossa dei dislike,0.0
ta cherando crack,1.0
1274 pessoas na live dela xingando ela,0.0
direitos iguais e minha rola sua branquela plastificada do karalho,1.0
to descepicionada com vc pior video que vc ja fez sem preconceito nenhum mas logo vc,1.0
amei,0.0
brota no rio de janeiro colega,0.0
so me da orgulho,0.0
socialite onde,0.0
lixo espiritual alma sebosa corpo veio como encosto terrestre e digna pena,1.0
que nojo desse animal,1.0
ainda tem gente que curte essa praga,0.0
piroquinha de japones aqui e anaconda 5 ta me tirando poha,1.0
ta foda,0.0
ficar de tres n tem mais oq inventar,0.0
poxa,0.0
para nao passar vergonha ela foi imbora do brasil,0.0
coitado do a proxima vitima,0.0
r de realmente o clipe e muito foda,0.0
nao e sindrome de down o nome da doenca e progeria,1.0
sonhar em ter uma bunda igual a dela testar a nova posicao chamada 3 xter por ter ficado com alguem tao toxica ele deve ta decepcionado,1.0
pior que esses dias vi reclamando da situacao do brasil baita exemplo ein se interna rapaz brasil nunca vai pra frente dessa forma,1.0
j de ja ja to indo ralar,0.0
em troca de dinheiro e cargo bomtem mano q rebola e usa baton,0.0
ate os moradores de rua e mais bonitos que vc,1.0
que otario nao tinha que ganhar nem 100mil inscritos,1.0
quem achou um lixxo da um deslik opan,1.0
nossa so valeu pelo bafafa mesmo rs pq o clipe e muito ruim rs,0.0
gnt saiu do armario to repetido a parte que ele beija o cara sem acreditar,1.0
e de eu amooooo,0.0
psiquiatra urgente pra ela,0.0
razou,0.0
fez feio agrr muitos ai querendo uma placa nem q seja de 100k,0.0
ja dizia mcs em troca de dinheiro ou cargo bom tem mano q rebola ate usa baton,0.0
que bosta,1.0
faz isso com a de,0.0
trem desse atiraria sem do mandaria bala mandaria pro inferno na hora,1.0
nao curto nada que a mulher e colocada como um objeto,0.0
entao praticamente vc quis dizer fodase as pessoa que te ajudaram a chegar a 100mil inscrito,0.0
ela quer fama sera que ninguem percebe,0.0
misericordia,0.0
fala muita besteira essa mulher,0.0
bonito misericordia,0.0
musica lixo para crlh,1.0
ela merece em dobro tudo que fez de ruim,0.0
acho que mil plasticas nao resolveria o caso dela,0.0
comeca 0018,0.0
campos de morango dos,0.0
man ela ta solteira e fodase ela faz oq ela quoser so nao entendi pq de 3 carai ela nao e perneta pow,0.0
na moral eu concordo com o a placa e dele ele faz o que ele quiser e ele nao esta desprezando as primeiras 100mil pessoas do canal dele ele so nao quer se prender a 100mil ao contrario os primeiros 100mil foi que ajudou o canal crescer,0.0
gostei da musica so nao entendi a letra,0.0
nessa ela mitou muito g0st0s4 do carai,0.0
aff,0.0
e feia,1.0
oloco ele bjo o cara,0.0
pra vc e mto ridiculoo bom msm seria o youtubebr nao desse mais porra de placa nenhuma a vc,1.0
l de lindos,0.0
c de cantores excepcionais,0.0
caraca vc n valoriza essa e eu querendo uma x,0.0
h de hit,0.0
te amoooo,0.0
que ridiculo mano,1.0
essa porra e doids,1.0
essa cantora tem problemas psiquiatrico algumas musicas dela e sombrio,0.0
mano ai nao,0.0
eu seu maior fa do mundo,0.0
aposto que tem um monte de gente que xingou por causa desse clipe mas depois que o album saiu ta ouvindo direto no sigilo e se esgoelando cantando chico,0.0
gostei desta mulher e doa a quem doer ela e linda sim e fala muitas verdades coisas que gostariamos de falar e nao temos coragem,0.0
e eu sempre volto para conferir a quantidade de deslikes,0.0
a pomba gira pegou ai alias ela e sem nocao,1.0
ai galera ajudamos o a ter uma conquista foda ae oque ele faz isso seria lembranca dos fans e tals mas ta ai a volta oque ele da em troca,0.0
quem mais entrou so pra ver a quantidade de deslikes,0.0
uma bosta,1.0
sinistro,0.0
que jogada de marketing do krlh e to vendo o video com pe cruzado mesmo mo frio heueheueheu,0.0
ridiculahh que nojo de vc falando assim dos omosecsuais tenha mais respeito vc nao e digna nem de si mesma,1.0
ja tiveram musicas melhores,0.0
que bosta de musica,1.0
o clipe e maravilhoso os haters que lutem,0.0
fiquei de pau duro so de ver,1.0
entao ta ne,0.0
eu achei fofinho a parte que deu um beijo na quele cara,0.0
que droga e essa nao precisava dar esse beijo ficou meio estranho um pouco pesado,1.0
cara eu nao julgo ele por essa atitude imbecil ele ganhou subs de uma forma tao facil que nao seria algo inusitado ele nao dar valor,1.0
tao vulgar e desnecessario,0.0
quando entregar o coracao para deus ela vai saber o que e ser amada de verdade,0.0
verdade bem que eles falam todo mundo tem seu preco so nao pensei que o dele fosse tao ridiculo e humilhante espero que tenha valido a pena o que nao valeu e ainda tem alienado que gosta disso e falam que e cultura nunca ouviram musica de verdade o pior que e isso que vai pro em alta revoltante antes que venham com mi mi mi nao sou homofobico por mim ele faz o que quiser e vesti o que quiser so estou expressando minha opiniao caso queira falar a sua fique a vontade mas respeito por favor,1.0
ele so quer inscritos,0.0
sacanagem vir aqui so pra dar comentarios negativos,0.0
r de razoes da minha vida,0.0
ela disse uma verdade em vez de gastar tempo com besteira defendendo famoso esses pobres deveriam cuidar da propria vida,0.0
iconica,0.0
eu amoooooo essa musica,0.0
ouvi dizer que se colocar a musica de tras pra frente toca infiel,0.0
pior que o 7 a 1,0.0
minha filha nem precisa ser travesti para ser mais bonita do que voce e nem nascendo de novo voce seria mais bonita com esse nariz de pinoquio as to xingando ate o pinoquio,1.0
ja vi muito album com track assim sei onde isso vai dar trauma,0.0
louco mas gosto dele assim 3,0.0
essa foi pro chico,0.0
musica lixo slk,1.0
essa mulher e demais,0.0
apologia ao estupro sujando a imagem feminina mulher assim nao representa o feminino,0.0
rap do itachi melhor 100x pura putaria forcada,1.0
af mano cade o antigo,0.0
nojo,1.0
forcou demais,0.0
escutem a nova musica de la muerte,0.0
caramba atitude muito feia essa sua isso era pra significar uma conquista mesmo que seja minima,0.0
que doidura,0.0
fica de 3,0.0
esa mulhe parese o capeta chupando limao,1.0
dois perfeitos,0.0
to em um vicio por essa musica caraaaa,0.0
tanta gente querendo issoe esse escroto fazendo isso,1.0
adoro essa mulher,0.0
me solta pohha,0.0
acho que e melhor assistir que pelo menos tem musica boa as vezes,0.0
ficou fera essa musica,0.0
estou escrito e deixei meu like,0.0
esse cara nao merece nem 10 shbs,1.0
e um genio quero ver cortar a de 1 milhao quando ganhar,0.0
vc tem demencia cara pqp,1.0
nossa,0.0
como faz para denunciar,0.0
mulher demonio mas rachei com o cu cheiroso,1.0
que musica viciante mdss,0.0
ainda acho que e armado,0.0
2024 comecando com essa musica,0.0
isso e um racista manda ela ir presa,1.0
i eu querendo pelo menos uma,0.0
m de maravilhoso,0.0
nao sei nem o que falar,0.0
ta sem seguidores gata,0.0
tu es demente ne,1.0
em tereceiro,0.0
que musica perturbante,0.0
faz uma live,0.0
de boca aberta com esse clipe arrasou,0.0
quem ouve funk da nova geracao nao passa de um acefalo,1.0
ridicula a sua atitude acredite voce deixa qualquer youtuber envergonhado,1.0
cara como vc e imbecil gostava mt de vc te ajudei a chegar aos 100 mil fiz mais de 50 contas fakes pra me inscrever no seu canal e agr vc faz isso obg vou desinscrever todas minhas 50 contas fakes do seu canal otario,1.0
ela diminui uma crianca linda mas nao olha pro nariz escroto dela se fosse a gente falando mal do nariz dela ela ja denunciaria nojenta da porra,1.0
so vim pra ver os comentarios,0.0
fica de 3 que lixo de musica,1.0
meus deus que porcaria e essa o que vai ser dos nossos filhos do futuro das nossas criancas fim dos tempos,1.0
g de gostei demais,0.0
de pessimo gosto,1.0
que burra da zero pra ela,1.0
as pessoas ja nao tem educacao se eu fosse do youtube nem recebia o do 1 milhao,0.0
isso parece uma bichon,1.0
doidao,0.0
q for o ultimo a curtir esse comentario vai ficar milionario quem veio tbm so pra ver o tanto de deslike ja vai deixando o like ae,0.0
muita gente julgando por ele ter beijado o cara nao entendi o porque super amei parabens,0.0
eu gostei a melhor parte e hora que acaba,0.0
doente,1.0
show,0.0
essa foi a coisa mais ridicula que eu vi esse ano serio preferiria ficar sem saber quem e esse ridiculo mesmo,1.0
como dizia o saudoso todo dia tem uma merda em,1.0
racista tem que ser presa,0.0
cade a opcao desver,1.0
coragem pq nocao nao tem,1.0
229 credo pra q se exibir,0.0
eu odeio ela,1.0
uma m3rd4 de musica e video clip nao e a toa que a vida tambem e uma m3rda,1.0
manda um salve,0.0
denuncia a conta dela,0.0
tu e o melhor mano adoreii,0.0
ameiiiiii,0.0
ela e sem nocao fala coisa sem anexo muita contraditoria sera que ela ja estudou sociologia historia filosofia ela e socialate da onde ela surgiu ela e empresaria,0.0
157 tendi quase nada,0.0
so seu fan mano,0.0
pensei que esse maluco fosse firme mas namora de costas pqp,1.0
estragou os morangos pra fazer isso triste,0.0
u de um hit e um hit,0.0
para o desgosto de voces eu gosto dessa musica,0.0
alguem pode me explicar sem ironia o motivo dos cara ter odiado esse bglh ai crl 4 milhao de dislike,0.0
desumilde,0.0
vamos reunir as forcas do dislike e para isso que serve,0.0
uma grande bosta,1.0
ta feliz muitas pessoas sonhando com isso e vc destroi a placa e sua tudo bem melhor vc q vai perder assim,0.0
nossa voce realmente valoriza seus inscritos senti como se estivesse quebrando meu coracao ali e o de muitos nos te demos essa placa e e assim que voce nos retribui,0.0
porra man vc nao tem mais respeito tu destroi uma coisa que o youtube te da para vc fazer isso man namoral tanta gente querendo uma e vc vai la e faz isso,0.0
gente vcs estao dando dilike pra um cara q odeia ela,0.0
quem entrou so para ver os deslakes,0.0
tinha q ser o,0.0
cara para com isso,0.0
nossa que mulher escrota vai para o quinto dos infernos,1.0
essa mulher precisa de acompanhamento medico,0.0
ela era tao bonitinha agora ta parecendo um bicho estranho as plasticas nao deram muito certo,1.0
essa mulher e o puro mun ra do desenho hemen,0.0
ala goes ta falando do suco viu,0.0
que imbecilidade,1.0
todo mundo dando dislike e eu to tentando entender o que e ficar de 3,0.0
triste brasil,0.0
pra os que vinheram ver ele beijando o cara e no 213 de nada,0.0
amo,0.0
gosto muito do tava gostando do clipe ate ele beja outro macho fui muito paia,1.0
o loco,0.0
seus compositores acertam bastante mas suas musicas nao me atraem os seus encontros musicas sao muito bons mas suas parcerias me chamam mais atencao ou seja despertam meu interesse mais do que vc obrigada pelo seu trabalho,0.0
que mulher pertubada,1.0
desumilde so por isso n deveria receber a de 1 milhao,0.0
vc tem ploblema que do mas eu ainda te amo vc e lindo,0.0
esse vermelho ai so penso na menstruacao,0.0
incrivel,0.0
isso e uma das coisas mais bizarras que eu ja vi,1.0
que coisa mais bizarra,0.0
ola no momento que assisti percebi que para detonar ela e impossivel pq o iguinorante e blindado por sua iguinorancancia e reparem q tbm e desnecessaria tentar detonar pois ela mesma se encarrega de fazer isso basta vc so ouvir ela por 3 minutos e logo ela comeca a morder a lingua de mamba negra,0.0
pra ser mais bonita que vc basta existir idiota ridicula va se tratar sua doente,1.0
demoniaco,1.0
parece algo premonitorio,0.0
nada a declarar,0.0
odeio essa mulher mais eu racho de rir com ela,1.0
copiou o passo de um grupo de kpop quem quiser ver e so pesquisar e colocar em 051,0.0
esse e moleque arrasou,0.0
nnn e qualquer um q bate na minha raba meu deus acho q ela mentiu no clipe,0.0
so sei que vai vira memes,0.0
olha a audacia desse fldpt,1.0
ainda bem que largou essa praga,1.0
m de milenadobrega amou essa msc,0.0
voce age como se todo mundo te amasse a realidade ta muito muito muito longe disso,0.0
ue cade a musica,0.0
nao e por nada nao mas achei desnecessario a roupa e a atitude tendo em vista que a musica e boa o clipe bem produzido tem talento entao ficou evidente que foi um clipe feito pra chocar e sair nos programas de fofoca lamentavel,0.0
ela gera medo nas pessoas,0.0
rumo aos 4 milhoes,0.0
encaixa os chifre,0.0
e enquanto muitas pessoas queriam ter a mesma chance que vc de ter uma placa dessa nao so para se amostrar mais pq isso era um sonho e ela conseguiu realizar realmente acredito que nigm gostou da sua atitude,0.0
que louca nao usem dorguinhas,1.0
o que a musica brasileira virou e isso que da a falta de escola,1.0
nossa um monte de youtubers sonha com isso e vc destroi mano,0.0
e foda,0.0
ilhao,0.0
finalmente uma coreografia q eu consigo fazer deitado na cama,0.0
tem que ter coragem gostei pra mim ele continua sendo isso n vai deixar ele menos homem por que se homem pra mim e ter bril e ter carater,0.0
esta um belo dia la fora passaros cantando flores debrochandoe me diz como pessoas como essa deviam queimar no inferno,1.0
min solta pora,0.0
agora tudo que voce conseguiu nesses anos todos todo mundo que incentivou foi por agua abaixo,0.0
que que essa praga ta fazendo no mundo mulher nojenta acho que esse esta assim pq toda vez que ela foi olha no espelho o espelho quebro ai onde ela esta esta sem espelho gente,1.0
hino,0.0
dei deslike de pau duro,0.0
so vim pra ver o q o povo tanto reclamava da musica agr entendi,0.0
partiu assitir porno,1.0
idiota,1.0
vc e a nossa expiracao,0.0
e assim que vc acradese o youtube,0.0
cheirada ela precisa de sanatorio,1.0
o cara quebra o presente pela luta que muitos estao na batalha isso so prova que voce nao te nem ai pro seus inscritos so prova que voce quer dinheiro todo mundo ja viu voce por tras da cameras depois dessa serio mano nao vou acompanhar mais seu canal serio mesmo,0.0
apaga que da tempo,0.0
sera que alguem gostou desse lixo mesmo,1.0
to achando q ele vai comecar a perder subs,0.0
qual musica e melhor cheiro de pneu queimado like flores dislike,0.0
ja ouvi musica ruim mas essa e pacaba serio que tem gente que gosta eu nao acredito nao,0.0
d de deu na cara dos haters,0.0
nossa gente que letra muito merda e que talento nenhum da artista,1.0
agora apaga o canal pra ganhar 1 milhao de inscritos do inicio sem ninguem te fazer crescer,0.0
bah negao firmezinho pai tu e negao pai segura a onda nao torra,0.0
galera passa no meu canal la pfv,0.0
pra q isso ow,0.0
showwwwww,0.0
pelo amor essa gente reclamando pelo visto nao entendem nada de arte como conseguem viver tao amarguradamente,0.0
as analises desse clipe faz um total sentido e vao obscuramente muito alem do que diz as imagens mas sem me basear nelas a minha conclusao e de que a protagonista se deixar ser usada ao extremo sexualmente e no final acaba sozinha sem ninguem para lhe ajudar a entender o que houve ali infelizmente essa e a realidade de muitas novinhas por ai,0.0
gente,0.0
ela disse que tem travesti mais bonita que ela ta loko tu e feira pra caralho,1.0
e locura isso,0.0
se eu fosse do youtube deletava seu canal,0.0
ela tem inveja de loiras,0.0
eu nao sei de nada na minha vida eu so tenho certeza de uma unica deram uns pegas depois desse clipe,0.0
eu estou aqui solteirinha da silva so esperando voce e serio l,0.0
tanta gente ralando para conseguir 100 mil inscritos e o faz isso que coisa ridicola,1.0
a musica foi tao boa q mereceu ate meu deslike nessa bosta de musica,1.0
vc pra mim vc nao e nada,1.0
que porcaria,1.0
eu amo essa mulher ela e muito realista,0.0
mano eu achei ela pirou de vez e ela queimou a biblia,1.0
o de olha no meu olho,0.0
vim so ve pela curiosidadepra saber se a musica e boa,0.0
midia,0.0
pra que fazer isso velho nao precisas destrui a de 100 mil pra consequir a de um milhao isso mostra o seu avanci,0.0
ces sao chato pra caralho eu gostei,1.0
pesquisei para onde vai a mulher q aborta apareceu isso s bizarro,1.0
q bota caiu o nivel grandao em q lixoso,1.0
que bosta,1.0
seremos julgados por nossos actos a profanacao da promiscuidade e repugnante nesse video querida arrepende te ou o inferno vai te receber de tudo,1.0
uma perca de tempo ver esse clipe e essa e uma merda,1.0
eu odeio essa rascista,1.0
ate eu faria isso,0.0
tenho pena dessa moca se perdeu de um jeito parece que nao encontra o caminho de volta,1.0
quando ela morrer eu vou fazer uma festa de comemoracao,1.0
gente mas a musica e boa tive que vir pra conferir,0.0
si comecasse a carreira dele hoje com esse clipe ja estava ricoresumindo oque dinheiro nao fazer ne galera o cara da ate a bunda beija na boca de outro homem,1.0
essa mulher vai arder no inferno,1.0
pensei que a musica era romantica,0.0
interessante todos os comentarios que eu olhei so sabem falar coisas ruins ou da musica as pessoas so sabem julgar ja teve clipes bem piores esse nem ta ruim vcs e que gostam de falar da vida dos outros e na primeira oportunidade que tem caem em cima e cada coisa,0.0
pior video que eu vi na minha vida misericordia podridao,1.0
vim so pra da deslike,0.0
vey se e doido,0.0
k de karai eu amei demais,0.0
nojo,1.0
caralho vc ainda esta viva babuino nenhum casado tirou seu coro para vende nao,1.0
aff man pra que faze isso,0.0
tomara que o youtube nao te mande a placa de 1m,0.0
como se ela nao fosse hipocrita,0.0
gostei muito,0.0
gosto da autencidade dela melhor que muitos que fingem o que nao sao,0.0
pelo menos ela disse algumas verdades,0.0
muitas pessoas querendo receber essa conquista e vcs quebrando a placa que muitos estao tentando conquistar,0.0
mulher so quer hyper e depois mete o pe,0.0
melhor clipe da vida amo parabens,0.0
show de horrores,1.0
que atitude embecil uma das coisas q muitos sonham ter ele vai e destroi uma das atitudes mais embecil do ano,1.0
caralho e tem gente q diz q ela representa as mulheres se eu fosse mulher eu estaria puta,1.0
ridiculo,1.0
pior do que atriz de filme porno,1.0
esse clipe e muito estranho,0.0
ameiiiiiii,0.0
apelativo,0.0
quem ta esperando bater os 4milhoes de deslike,0.0
lindo clip show,0.0
terrivel,0.0
que desconsideracao,0.0
musica horrivel,1.0
a perfeicao bem aqui haters,0.0
depois de tanto comentarios de satanistas nao vi nada demais nesse video a nao ser um video comum,0.0
uma obra de arte,0.0
cem defeitos,0.0
ela e uma interesseira nao por dinheiro e sim pela fama falsa,1.0
gente ela e recalcada,1.0
incrivelprecisamos de um versao estendida,0.0
ganancia que atitude imbecil ele falo tanto dessa placa para depois fazer essa bobagem,1.0
agora eu te pergunto porque isso eu te achava um bom youtuber mais depois dessa atitude voce perdeu moral,0.0
um dos youtuber mais criativos q eu ja vi,0.0
mais tu e feia viu,1.0
a melhor parte da musica sem duvidas e quando acaba,0.0
minha mae apareceu aqui mudei rapidao,0.0
na real vc e um lx cara q nojo de vc,1.0
nariz de porca,1.0
que poha e essa marreco,1.0
tem trans e mais bonita que ela e desde de qnd essa lixo e bonita,1.0
falou bonito,0.0
eu nao pego buzao todo dia,0.0
impactada por essa eu nao esperava para quem esta falando que isso insentiva crianca a beijar na boca uma mulher e um homem se beijando da no mesmo cacete,0.0
letra da musica horrorosa e medilcree o beijo entao nem se fala agora vc acabou de se afundar fera,1.0
cara tem gente que queria ter pelo menos mil inscritos e ele foca ai fazendo essas coisas desculpa mas vc perdeu meu respeito,0.0
cara tao legal que nem liga pra essa placa,0.0
isso estudou em havard nem aqui nem na china,0.0
isso sim e n ter ideia para gravar video mds,0.0
eu acho que foi uma atitude idiota mais a vida e dele i ele faz oque ele quiser se ele tiver a de diamante e quiser fazer a mesma coisa idai e dele e vcs nao tem nada de ficar criticando,1.0
alem de deslaikes tem que denunciar,0.0
vc e muito daora,0.0
amo vcs perfeitos,0.0
voce nao deveria ta sem roupas tambem poxaaa tinha que ta completao o video,0.0
nesse dia ela n tava tao feia,1.0
gostei da atitude parabens e rumo a 1 milhao,0.0
eu sou o unico da minha cidade que consegue cantar parte acelerada,0.0
so uma coisa a dizer vc esta sendo um completo inutil e imbecil tantos youtubers sonhando com isso e vc faz isso nao representou nem os produtores de conteudo,1.0
imagina tantas pessoas que tem poucos inscritose sonha em ter uma placa dessa pra por na paredee vc simplesmente vai la e destroi serio nem acreditei no que eu vi nesse video,0.0
goilhaodeainscritos,0.0
vc e muito feia repara no espelho vai quebra,1.0
ser submissa ao homem e legal porque tanto credito pra essa pessoa e porque todo mundo acha que dizer que alguem parece o e ofensa eu hein,0.0
o brasil vive um empobrecimento cultural generalizado,1.0
querido a unica utilidade disso e ver que 100 mil pessoas se inscreveram no seu canal e infelizmente gostam da tua cara,0.0
escrota,1.0
que bostaaaaaa,1.0
sem pink money pra escroto,1.0
me lembra morango de wind,0.0
ameia musica,0.0
mano tanta gente sem nada pra comer e esse povo estragando morango tanta gente sem coberta e esse povo estragando coberta,0.0
me solta,0.0
tamo junto,0.0
que raiva dessa desgraca com pernas,1.0
o q as pessoas nao fazem pela fama,0.0
nao to defendendo mais pra q beija o cara,0.0
isso foi idiotice,1.0
ridicula racista preconceituosa,1.0
tomara q seus inscritos para de subir no 999999,0.0
os povo tudo detonando ela boyy,0.0
amo ela,0.0
voce e ridiculo tem gente que ta feliz com 100 inscritos e voce falando que mais de 100 mil e ruim desculpa ae mas assim voce nunca chegara a 1 milhao se muito mais de 100 mil inscritos te prende voce nao merece todos eles isso nao representa a comunidade de brasileira do youtube e sim a parte babaca do brasil,1.0
a musica e dela gente para de reclamar se ela fez por que ela quis e a musica e perfeito e a dona da musica tambem,0.0
atitude de muleque mimado cresce vai,1.0
ela e uma meda me perdoa mano,1.0
e pior que ela e igual muitos so tem coragem de falar infelismente,0.0
br so faz cagada msm da ate vergonha,1.0
so eu que me lembrei de menstruacao vendo esse colchao sujo de vermelho,0.0
ela tem um conceito muito estragado da vida,0.0
mano so de raiva poim vc voltaria a os 100 m palhaco,0.0
voce ta doido,0.0
que nariz e esse,0.0
como e q pode,0.0
puto esse,1.0
degradacao,1.0
e de eai povo,0.0
seu loko like,0.0
g de gatos pra crl,0.0
lixo,1.0
rumu a um milhaooooooooooo,0.0
mds o e loko da vida,0.0
nossa cara na moral eu batalho pra ter 10 e se tivesse placa pra isso eu ia guardar ate quando tivesse a de 10 milhoes que eu nunca vou chegar,0.0
mai qui carai,1.0
tem como desver,1.0
eu acordado menstruada,0.0
quem nasceu pra ser cu nunca vai ser pika,1.0
aiiii,0.0
doidinha ela,0.0
o mundo vai acabar,0.0
credo,0.0
ridiculo,1.0
palhacada e vem o yt e divulga essa palhacada,1.0
surfou no hype do,0.0
lindaaaaa,0.0
e depois de obter a placa de vai abri la ao meio para n ficar preso a e para ter a placa de 10m,0.0
poluicao sonora do krlh,1.0
esse e o nosso brasil,0.0
que nojo esse clipe grotesco,1.0
povo diz nao gosta dela viver olhando os videos dela por isso q ela assim,0.0
perfeita,0.0
queeeee merdaaaaaa pena dos meus filhos que talvez tenham so esta bosta para escutar daqui a uns anos,1.0
cara muitas pessoas querendo e lutando para conquistar esse botao e tu faz isso serio cara concordo essa possivelmente foi a atitude mais imbecil que eu vi esse ano,1.0
musica horrivel,1.0
